"Land";"Diplom";"Club";"K/L";"Bemerkung";"DB Seite";"ID"
"F";"Dipl. de Télégraphie Lons-le-Saunier";;"L";;1581;947
"F";"DD 12";"REF12";"L";"neue Adresse S. 2083";1581;1521
"F";"DFCF - Burgen/Schlösser in Frankr.";"REF";"L";"neue Adresse S. 2083";1582;948
"F";"Diplôme des Chateaux de l'Indre";;"L";;1583;949
"F";"Diplôme des Chateaux du Loire et Cher";;"L";;1583;950
"F";"Dipl. des Chateaux de Seine et Marne";;"L";;1583;951
"F";"Diplôme 10 Million";;"L";;1584;952
"F";"Radio Clubs Achievement Award";"REF";"L";"QRT ???";1585;953
"IN3";"Alpine Flowers Award";"RCD";"L";"ersetzt Seite 62/809";1590;961
"I";"Dipl. die Castelli d'Italia";;"L";;1591;962
"I";"Dipl. die Castelli della Prov. Di Cuneo";;"L";;1591;963
"I";"Marconista Diplom";"ARI";"L";;1592;964
"JA";"ACC Point Award";;"L";;1592;965
"W";"Worked all Guantanamo";;"L";"ersetzt Seite 15";1593;966
"OE";"WAOE - Worked all Austria";"ÖVSV";"L";"ersetzt Seite 13/1349 - Seite 2083: neue Adresse";1594;599
"OE";"WAOE VHF";"ÖVSV";"L";"Seite 2083: neue Adresse";1595;967
"OE";"WAOE 160m";"ÖVSV";"L";"Seite 2083: neue Adresse";1595;968
"OE";"UKW 50 Locator Squares";"ÖVSV";"L";"Seite 2083: neue Adresse";1596;969
"OE";"UKW 1000";"ÖVSV";"L";"Seite 2083: neue Adresse";1596;970
"OE";"OE 100";"ÖVSV";"L";"Seite 2083: neue Adresse";1596;971
"OE";"Tegethoff Diplom";"MFCA";"L";;1597;972
"OH";"Worked Arctic Circle Award";;"L";"ersetzt Seite 444 / 655 / 1395";1599;703
"OH9";"Santa Claus Award";;"L";"ersetzt Seite 576";1599;973
"PA";"Kanaalstreek R27 Award";"R27";"L";;1600;974
"SP";"Euregio Neiße";;"L";;1601;975
"SV";"Alexander the Great Award";"RAAG";"L";"nicht = Seite 1405";1602;977
"RA6";"Worked Northern Caucasus";;"L";;1603;978
"RA2";"Bernsteinküsten-Diplom";"R2F";"L";"QRT";1604;979
"VK";"WIA - Diplomprogramm";"WIA";"B";"S.2028: Gebühren/Manager aktuell";1605;980
"VK";"WIA - DXCC Award";"WIA";"L";"S.2028: Gebühren/Manager aktuell";1606;981
"VK";"VK Call Areas (Worked+Heard)";"WIA";"L";"S.2028: Gebühren/Manager aktuell";1607;982
"VK";"WIA Antarctic Award";"WIA";"L";"ersetzt S.758, S.2028: Gebühren/Manager aktuell";1607;983
"VK";"WIA Grid Square Award";"WIA";"L";"S.2028: Gebühren/Manager aktuell";1607;984
"W";"DXCC 30m";"ARRL";"L";;1608;985
"W";"Penn-Ohio DX Society Award";;"B";;1609;986
"W";"PODXS Grunddiplom";;"L";;1610;987
"W";"PODXS Präfix Sticker";;"L";;1610;988
"VK3";"Southern Cross Award";;"L";;1611;989
"9A";"Marko Polo Award";;"L";"nicht = Seite 2357";1611;990
"DL";"50 Jahre Distrikt Württemberg";"DVP";"K";"1.1.-31.12.2003";1612;991
"DL";"IBFD 33";"IBFD";"K";"1.1.-31.12.2003";1613;992
"DL";"IGARAG Kurzzeit-Diplom";"IGARAG";"K";"1.1.-31.12.2003";1615;993
"DL";"Worked all BCC Award";"BCC";"K";"1.10.2003-30.9.2004";1616;994
"DL";"10 Jahre OV Hohenschönhausen";"D20";"K";"1.1.2003-31.12.2004";1617;995
"DL";"20 Jahre Rheinland-Pfalz-Tag";"K32";"K";"13.6.2003-13.6.2004";1617;996
"DL";"750 Jahre Frankfurt / Oder";"Y22";"K";"1.1.-31.12.2003";1618;997
"DL";"775 Jahre Stadt Erding";"C25";"K";"1.1.-31.12.2003";1619;998
"RA1";"St. Petersburg 300";;"K";"1.1.-31.12.2003";1620;999
"RA2";"750 Jahre Königsberg/Kaliningrad";"R2F";"L";"Seite 1825: Adresse neu, QRT";1621;1000
"9A";"Croatian Islands Award";"CARA";"L";"ersetzt 1481";1629;803
"4X";"Israel Digital Award";"IARC";"L";"ersetzt Seite 1411 - QRT (S.1933)";1629;1007
"9A";"Croatian Prefixes Award";;"L";;1631;1008
"9A";"John Paul II in Croatia Award";;"L";;1632;1009
"CE";"Valparaiso CW Award";"RCV";"L";;1632;1010
"CE";"Diploma Zone 12";"CE2AA";"L";"Longdrink - nicht verwechseln mit S.1436";1633;2707
"DL";"100 Jahre Automobilbau in Westsachsen";"S60";"L";;1634;1011
"DL";"Affen-Diplom";"L06";"L";"(RB38/39), Seite 2241: Gebühr +Adresse neu";1635;1012
"DL";"Burgen + Schlösser in Rheinland-Pfalz";"K45";"L";"Zusatzinfo Seite 2599";1636;1014
"DL";"Besucherbergwerk-F60-Diplom";"Y38";"L";;1638;1015
"DL";"DL0HEW - Diplomprogramm";;"B";"ersetzt Seite 1326";1639;559
"DL";"Steuermann-Plakette";"DL0HEW";"L";"ersetzt eite 1327";1640;563
"DL";"Waterkant-Plakette";"DL0HEW";"L";"ersetzt Seite 1327";1640;564
"DL";"Georg-Simon-Ohm-Diplom";"DL0HEW";"L";"ersetzt Seite 548/1326";1641;561
"DL";"Plattdütsch-Plakette";"DL0HEW";"L";"ersetzt Seite 1327";1641;565
"DL";"Freundschafts-Plakette";"DL0HEW";"L";"ersetzt Seite 1327";1641;566
"DL";"Hummel-Hummel-Plakette";"DL0HEW";"L";"ersetzt Seite 219/493/1327 - QRT";1641;567
"DL";"Fleetenkieker-Plakette";"DL0HEW";"L";"ersetzt Seite 1327";1641;568
"DL";"Hans-Albers-Plakette";"DL0HEW";"L";"ersetzt Seite 1328";1641;569
"DL";"Kapitäns-Plakette";"DL0HEW";"L";;1641;1020
"DL";"Hamburg-Plakette";"DL0HEW";"L";;1641;1021
"DL";"Heinrich Hertz Diplom";"DL0HEW";"L";"ersetzt Seite 548/1326";1642;560
"DL";"Wattenläufer-Plakette";"DL0HEW";"L";"ersetzt Seite 1328";1642;570
"DL";"Störtebecker-Plakette";;"L";"ersetzt Seite 493/1328";1642;571
"DL";"Deutschland-Plakette";"DL0HEW";"L";"ersetzt Seite 1328";1642;572
"DL";"Echtes Steuerrad";;"L";"ersetzt Seite 1328";1642;574
"DL";"Piraten-Plakette";"DL0HEW";"L";;1642;1016
"DL";"Wikinger-Plakette";"DL0HEW";"L";;1642;1017
"DL";"Leuchtturm-Plakette";"DL0HEW";"L";;1642;1018
"DL";"Alle-Kontinente-Plakette";"DL0HEW";"L";;1643;1022
"DL";"Eitorfer Basalt-Diplom";"G54";"L";;1643;1023
"DL";"Hase-und-Igel-Diplom";"E19";"L";"Seite 1825: Adresse neu";1644;1024
"DL";"I18-Diplom";"I18";"L";"ersetzt Seite 324/1176";1645;360
"DL";"Main-Diplom";"B29";"L";"ersetzt Seite 1262 - S.1933: QRT";1647;481
"DL";"Märkisches-Viertel-Diplom";"D13";"L";"Seite 1982: QRT";1648;1027
"DL";"Medardus-Diplom";"O14";"L";;1649;1028
"DL";"Neandertal-Diplom";"R09";"L";"ersetzt Seite 221/1063 - Zusatzinfo: S. 1981";1650;182
"DL";"Postleitzahlen-Diplom";"VFDB";"L";"Seite 2083: neue Adresse";1652;1029
"DL";"Schwebebahn-Diplom";"R16";"L";"Seite 2083: neue Adresse";1653;1030
"DL";"Ulmer Münster-Diplom";"P14";"L";;1655;1031
"DL";"Württemberg-Diplom";"P42";"L";"Seite 461/1492";1657;818
"G";"BARTG Europe Award";"BARTG";"L";;1658;1032
"G";"BARTG Diplominformationen";"BARTG";"B";;1659;1033
"G";"BARTG Asian Award";"BARTG";"L";;1660;1034
"G";"BARTG Nort American Award";"BARTG";"L";;1660;1035
"G";"BARTG South American Award";"BARTG";"L";;1661;1037
"G";"ISWL Diplomprogramm";"ISWL";"B";"ersetzt Seite 566-568, (RB43)";1662;1038
"G";"European Award";"ISWL";"L";"ersetzt Seite 566-568";1663;1039
"G";"Commonwealth Award";"ISWL";"L";"ersetzt Seite 566-568";1663;1040
"G";"African DX Diploma";"ISWL";"L";"ersetzt Seite 566-568";1663;1041
"G";"The Americas Award";"ISWL";"L";"ersetzt Seite 566-568";1663;1042
"G";"Century Club";"ISWL";"L";"ersetzt Seite 566-568";1663;1043
"G";"5-Band Century Award";"ISWL";"L";"ersetzt Seite 566-568";1663;1044
"G";"Continental Award";"ISWL";"L";"ersetzt Seite 566-568";1664;1045
"G";"Pacific Ocean Award";"ISWL";"L";"ersetzt Seite 566-568";1664;1046
"G";"States Award";"ISWL";"L";"ersetzt Seite 566-568";1664;1047
"G";"Zone Award";"ISWL";"L";"ersetzt Seite 566-568";1664;1048
"GM";"The Celtic Knot Award";"GMDX";"L";;1664;1049
"GM";"Worked all Scottish Prefix Award";"GMDX";"L";;1666;1050
"I";"WAAC Worked all African Continent";"ARI";"L";;1667;1051
"JA";"Japanese IOTA Islands Award";;"L";;1667;1052
"LU";"Alfredo Emilio Luciano- LU6DJX Aw.";;"L";;1669;1053
"LU";"Certificado Cinco Islas Argentinas Aw.";;"L";;1669;1054
"OE3";"Allzeit-Getreu-Diplom";"A302";"L";"ersetzt Seite 177, (RB44)";1670;1055
"OE";"W-OE-XHQ";"ÖVSV";"L";"Seite 1982: neue Adresse";1671;1056
"OK";"OK-Counties Award";"CRC";"L";"Aktuell S. 2084";1672;1057
"ON";"Tall Ships Award";;"L";"Aktuell S. 2084";1672;1058
"OZ";"Danish Lighthouse Award";;"L";;1673;1059
"SM";"Svenska Fyr-Diplomet";"SK5BN";"L";;1675;1061
"SP";"AC-15-Z";"PZK";"L";"ersetzt Seiten 152/627/628/1153";1676;322
"SP";"European Union SP award";"PZK";"L";;1677;1062
"SP";"SN0HQ - I  Award";"PZK";"L";;1678;1063
"SP";"SN0HQ - II  Award";"PZK";"L";;1679;1064
"SV";"The Ancient Lities Award";"RAAG";"L";;1679;1065
"RA1";"Russian District Award - RDA";"RDA";"L";"Zusatzinfo Seite 2493 und 2552";1680;1066
"RA2";"Kaliningrad Districts Award";;"L";;1681;1067
"RA4";"The-World-of-QRP-Trophy";;"L";;1682;1068
"UR";"Worked all Ukraine";;"L";;1683;1069
"W";"WAZ Diplomregeln";"CQ";"L";"ersetzt Seite 1003-1007 - Seite 1880+2342: Zusatzinfo";1684;69
"W";"WPX";"CQ";"B";"S. 245 / 1176 / 1476 - Zusatzinfo S.1763/1768/1880";1686;96
"VK4";"Brisbane DX-Club Award";;"L";"ersetzt S.10";1689;1070
"YO";"The Chirpers Award";;"L";;1690;1071
"YO";"Worked Pro-CW-Club";;"L";;1691;1072
"YU";"YU-OTC-award";;"L";;1691;1073
"ZL";"Captain James Cook Award";"NZART";"L";;1692;1074
"9A";"Diploma RK Zagreb 80";;"K";"1.3.-31.12.2004";1693;1075
"DL";"55 Jahre Rufzeichenzuteilung in DL";"N19";"K";"1.1.2004-31.12.2005";1694;1076
"DL";"Bonifatius-Diplom";"F06";"K";"1.1.2004-31.12.2005";1695;1077
"DL";"Vitus 70";"R10";"K";"1.1.2005-31.12.2006 - Seite 1825: Adresse neu";1696;1078
"EI";"European Union Enlargement Award";"IRTS";"K";"1.+ 2.5.2004";1697;1079
"I";"1954 à Treste il ritorno all Italia";"ARI";"K";"1.4.-4.11.2004";1699;1080
"JA";"Fuyo Group ARC 25th Anniversary";;"K";"1.1.1980-31.12.2005";1700;1081
"OE3";"800 Jahre Heidenreichstein";;"K";"1.1.-31.12.2005";1701;1082
"ON";"175 Years Belgium Award";"UBA";"K";"1.1.-31.12.2005";1702;1083
"SP";"75 Jahre PZK Award";"PZK";"K";"1.1.-31.12.2005";1703;1084
"SV";"Athen 2004 - Olympic Games";"RAAG";"K";"15.5.-30.9.2004";1705;1085
"W";"CQ/60 - CQ Gang Award";"CQ";"K";"1.1.-1.3.2005 - Seite 1880: Zusatzinfo";1705;1086
"9A";"Koprivinica City Award";;"L";"neue Adresse S. 2084";1709;1087
"C3";"Andorra 5 Bands Award";"URA";"L";"ersetzt Seite 694";1710;1088
"DL";"Deutsches Burgen - und Schlösser Dip.";"K45";"L";"Zusatzinfo Seite 2599";1710;1089
"DL";"Goethe-Diplom";"X30";"L";"ersetzt Seite 968/1330";1712;577
"DL";"DV-Diplom";"DVP";"L";;1712;1090
"DL";"Haff-Diplom";"V25";"L";"S.1933: Gebühr neu";1714;1091
"DL";"IGARAG-Arschleder";"IGARAG";"L";"S.1933: QRT";1715;1092
"DL";"JVA-Interessengruppe-Diplom";"JVA";"L";"ersetzt Seite 1130/1511 - Seite 1768: QRT";1717;285
"DL";"Neckar-Diplom";"P61";"L";"Seite 1933: Adresse neu";1718;1093
"DL";"QCWA Chapter 106 Award";"QCWA";"L";"ersetzt Seiten 511/1177,(RB45)";1719;194
"DL";"Route Industriekultur Ruhrgebiet";"N19";"L";;1720;1094
"DL";"RRDXA-Diplom";"RRDXA";"L";;1721;1095
"DL";"Thüringer Bergdiplom";"DVX";"L";;1722;1096
"DL";"Wasserdoktor-Diplom";"T10";"L";;1723;1097
"DL";"Worked German Colonies 1884-1918";"EUDXF";"L";;1725;1098
"EA";"CIA - Iberoamerican Communication";"URE";"L";"ersetzt Seite 558";1727;1099
"G";"Essex Windmill Award";;"L";;1729;1100
"GM";"Council Areas of Scotland Award";"SRARS";"L";;1730;1101
"I";"The Fathers of the Radio Award";;"L";"*** LONGDRINK ***";1731;1102
"I";"Pope John Paul II";"ARI";"L";;1732;1103
"I";"Worked all Italian Club Stations";"ARI";"L";;1733;1104
"LZ";"St. Teodosii Tyrnovski Award";"BCC";"L";"Zusatzinfo S. 2028";1734;1105
"OE";"Schmetterlingskinder-Diplom";"ÖVSV2";"L";"2013: derzeit QRT";1735;1106
"OH";"Soumen Joutsen Award";"FNARS";"L";;1735;1107
"OH";"Worked Contest Club Finland Award";;"L";;1736;1108
"OK2";"Zlin Award";;"L";;1737;1109
"ON";"Diplôme de Télégraphist du C.F.T.";;"L";"neue Adresse S. 2084";1737;1110
"RA9";"Europe-Asia-Award";;"L";;1738;1111
"RA9";"Ural Samotsvety";;"L";;1738;1112
"VP9";"Worked all Bermuda Award";;"L";"ersetzt Seite 186 / 824";1739;1113
"YL";"Diploma Latvia";"LRL";"L";;1740;1114
"4X";"4X17 / 4Z17 Award";"IARC";"K";"21.6.-21.7.2005";1741;1116
"DL";"60 Jahre Hessen";"DVF";"K";"19.9.2005-31.12.2006";1742;1117
"DL";"1200 Jahre Stadt Halle";"W19";"K";"1.1.2006-31.12.2007 (Korrektur S. 1825)";1743;1118
"DL";"BUGA-Diplom 2005";"C13";"K";"28.4.-9.10.2005";1744;1119
"DL";"Fußball-WM-2006";"DARC";"K";"13.5.-15.7.2006";1745;1120
"DL";"30 Jahre Hamradio";"DVP";"K";"1.1.-31.12.2005";1747;1121
"DL";"20 Jahre OV Dortmund-West";"O52";"K";"1.1.2005-31.12.2006";1748;1122
"EI";"Cork ""Capital of Culture"" Award";;"K";"1.1.-31.12.2005";1749;1123
"G";"GB220T-Award";;"K";"21.-23.10.2005";1750;1124
"G";"GB200T Points Award";;"K";"17.-24.10.2006";1750;1125
"G";"Trafalgar Award";;"K";"1.-31.10.2005";1750;1126
"I";"Diploma Festival of the Camellias";"ARI";"K";"1.-31.3.2005";1751;1127
"I";"Riti della Settimana Santa Award";"ARI-TA";"K";"24.-27.3.2005";1752;1128
"I";"II0ESA Award";;"K";"15.4.-15.5.2005";1752;1129
"I";"Torino 2006";"ARI";"K";"10.10.2005-26.2.2006";1754;1130
"LA";"Norge 1905";"NRRL";"K";"16.5.-17.6.2005";1756;1131
"OE";"Mozart-Diplom";"ÖVSV2";"K";"1.1.-31.12.2006";1757;1132
"OE";"OE50-Diplom 1955-2005";"ÖVSV";"K";"1.1.-31.12.2005";1758;1133
"SP";"Victory-Day-Award";"PZK";"K";"1.-15.5.2005";1759;1134
"SP";"World Amateur Radio Day Award";"MKQTC";"L";"jährlich am 18. April";1760;976
"UR";"Victory 60";"UARL";"K";"1.-31.5.2005";1761;1135
"YB";"Indonesia-Asia-Africa-Summit";"ORARI";"K";"17.4.-31.8.2005";1762;1136
"W";"WPX";;"M";"Seite 1825: SWL-Diplom VPX QRT";1764;1198
"9A";"W-DIG-9A";"DIG-9A";"L";;1773;1144
"9A";"Zagreb Digital Award";;"L";;1774;1145
"DL";"35 Jahre AGCW";"AGCW";"L";;1774;1146
"DL";"750 Jahre Stadt Hermsdorf / Thüringen";"X46";"L";;1776;1147
"DL";"Bavaria 1500 + Bavaria 2000";"B39";"L";"Ergänzung zu Seite 261, neuer Manager S. 2028 - QRT S. 2552";1777;1148
"DL";"Bocksbeutel-Diplom";"B18";"L";;1778;1149
"DL";"Christoph Columbus Plakette";"DL0HEW";"L";;1779;1150
"DL";"D20-Member-Diplom";"D20";"L";;1780;1151
"DL";"Franken-Diplom";;"L";"ersetzt Seite 1258 - Seite 1824: Adresse neu";1785;393
"DL";"Louise-Trophäe";"Y43";"L";;1786;1155
"DL";"Sendener-Münsterland-Diplom";"N39";"L";;1787;1156
"DL";"Rheinland-Pfalz-Trophy";"DVK";"L";"Jahresdiplom - Adresse neu: S.2289";1787;1157
"DL";"Rügenbrücken-Diplom";"V08";"L";;1789;1158
"DL";"Rügenbrücken-Trophy";"V08";"L";;1790;1159
"G";"BARTG PSK31 Award";"BARTG";"L";"ersetzt Seite 1661";1791;1036
"G";"WAB Special Event Stations Award";;"L";"Jahresdiplom - Seite 1847: Zusatzinfo";1792;1160
"HA";"Big Hunter";;"L";;1793;1161
"I";"Famouse Amateur Radio Award";;"L";"*** LONGDRINK ***";1794;1162
"IT9";"Mediterranean Islands Award";;"L";"Seite 1982: neue Adresse";1795;1163
"JT";"Mongol. Radio-Sport Föd. - Diplome";"MRSF";"B";;1796;1164
"JT";"Mongolia Award";"MRSF";"L";"ersetzt Seite 876";1796;1166
"JT";"Ulan Bator award";"MRSF";"L";;1796;1167
"OE3";"Waldvierteler Moor + Naturpark Dipl.";"A302";"L";"Zusatzinfo S.2029";1797;1168
"OK1";"Praha Award";"CRC";"L";"Aktuell S. 2084";1797;1169
"SP";"Special Events Stations Hunter Aw.";;"L";"(RB35)";1800;1172
"SU";"Egyptian Award";;"L";;1801;1173
"SV";"The Europe Award";"RAAG";"L";;1801;1174
"RA1";"Severomorsk Diplom";;"L";"ersetzt Seite 1407";1802;717
"RA";"Russia on all Bands";"SRR";"L";;1803;1175
"RA";"Russia Award";"SRR";"L";"ersetzt Seite 999";1804;59
"RA";"P-6-K (Worked all Continents)";"SRR";"L";;1806;1177
"RA";"P-100-P (Worked 100 Russian Stat.)";"SRR";"L";;1806;1178
"W";"Worked all Indiana";;"L";;1807;1179
"VE";"Worked Atlantic Provinces";;"L";;1807;1180
"W";"Great Lakes Award";"MARA";"L";"ersetzt Seite 299/1220";1808;67
"VE";"PSK31 Worked all Canada";;"L";"S.1934: QRT";1809;1181
"VE";"PSK31 Worked all Provinces";;"L";"S.1934: QRT";1809;1182
"VE";"PSK31 Worked Heritage ARC";;"L";"S.1934: QRT";1809;1183
"YU";"YU-CW-Club Members Award";;"L";"ersetzt Seite 1740";1810;1115
"VK1";"VK1 Award";"WIA1";"L";"ersetzt Seite 341";1810;1184
"9A";"Nikola Tesla Award";"HRS";"K";"1.1.-31.12.2006";1811;1185
"DL";"60 Jahre Rheinland-Pfalz Diplom";"DVK";"K";"1.1.-31.12.2007";1812;1186
"DL";"100 Jahre Deutsche Unterseebote";"MF";"K";"1.1.2006-31.12.2007";1813;1187
"DL";"BUGA 2007";"X20";"K";"1.1.-31.12.2007";1814;1188
"DL";"2006 FIFA Worldcup";"G20";"K";"1.1.2006-31.12.2009";1815;1154
"DL";"Geseker Stiftshexen Diplom";"O34";"K";"1.1.2007-31.12.2008";1816;1189
"HB0";"HB0/AFVL-Jubiläumsdiplom";"AFVL";"K";"1.1.2006-31.12.2007";1817;1190
"LX";"Luxembourg - Europ. Kulturhauptstadt";"RL";"K";"1.1.-31.12.2007";1818;1191
"OE3";"75 Jahre Heidenreichstein Diplom";"A302";"K";"1.1.-31.12.2007";1819;1192
"ON";"UBA 60 Award";"UBA";"K";"1.1.-31.12.2007";1820;1193
"PA";"25 Jaar VERON Afd. 54";;"K";"23.5.-9.7.2006";1821;1194
"SP6";"40 & 50 Jubilee Award";;"L";"1.1.-30.09.2007";1822;1195
"DL";"Badisches Burgen-Diplom";"A22";"L";;1829;1199
"DL";"Bayern-Ost-Diplom";"DVU";"L";"(RB34), S.1934: Gebühr/Adresse neu";1830;1200
"DL";"Burgendiplom Westfalen-Süd";"O38";"L";;1831;1201
"DL";"Dat Blooge Band";"V18";"L";;1832;1202
"DL";"Dortmunder Dreiklang-Diplom";"O52";"L";"S. 1934: Adresse neu";1833;1203
"DL";"Hamburg-Alstertal-Diplom";"E13";"L";"ersetzt Seite 1127";1835;1204
"DL";"Hussiten-Diplom";"Y14";"L";;1836;1205
"DL";"Landshuter Hochzeits-Diplom";"U08";"L";"Jahresdiplom";1837;1206
"DL";"Mittweida Award";"S44";"L";;1838;1207
"DL";"Otto-Dix-Diplom";"X20";"L";;1840;1208
"DL";"River Weser Award";;"L";"ersetzt Seite 236/1368 - Ende 2017 QRT";1841;645
"DL";"Württemberger Burgendiplom";"DVP";"L";;1842;1209
"DL";"125 Jahre FFW der Stadt Bernau/Berlin";"Y14";"L";"QRT S. 2552";1843;1210
"DL";"775 Jahre Stadt Bernau bei Berlin";"Y14";"L";"QRT S. 2552";1845;1211
"EA8";"Worked all Canary Islands";;"L";;1846;1212
"G";"Isle of Wight County Award";;"L";;1847;1213
"OE3";"Stadt Heidenreichstein";"A302";"L";"Zusatzinfo S.2029(s.Waldvierteler Moor)";1848;1214
"RA";"Oksky Biospheric State Natural Reserve";;"L";;1849;1215
"UN";"W-100-KZ";;"L";;1850;1216
"UR";"Simferopol-Award";"UARL";"L";;1850;1217
"VR2";"Catch 22 Award";"HARTS";"L";"ersetzt Seite 590";1851;1218
"ZS";"AAA - All Africa Award";"SARL";"L";"ersetzt Seite 122/1010";1852;81
"VR2";"Hong Kong Firecracker Award";"HARTS";"L";"ersetzt Seite 187 / 1009";1852;1219
"VR2";"Nine Dragons Award";"HARTS";"L";"ersetzt Seiten 305 / 319";1852;1220
"DL";"Altes Sachsen-Anhalt";"W37";"K";"1.1.2008-31.12.2009";1854;1221
"DL";"Jubiläumsdiplom Lüdinghausen";"N29";"K";"1.1.2008-31.12.2009";1855;1222
"DL";"125 Jahre Orient-Express";"EFA";"K";"1.7.-31.12.2009";1856;1223
"DL";"Weißenburg Jubiläumsdiplom 2008";"B20";"K";"1.1.2008-31.12.2009";1857;1224
"DL";"50 Jahre I18";"I18";"K";"1.1.-31.12.2007";1858;1225
"DL";"850 Jahre Stadt München";"C13";"K";"1.1.-31.12.2008";1859;1226
"F";"Diplôme de la Coupe du Monde Rugby";"REF";"K";"7.9.-20.10.2007";1860;1227
"I";"Italienische Löwin";"ARI";"K";"24.8.-14.9.2008";1861;1228
"OE/HB9";"Euro-Diplom 2008";"ÖVSV";"K";"26.4.-30.6.2008";1862;1229
"OE3";"Niederösterr. Landesausstellungsdipl.";"A314";"K";"1.1.-31.10.2009";1863;1230
"VE";"CLARA 40th Anniversary Challenge";"CLARA";"K";"1.1.-31.12.2007";1865;1231
"I";"Risorgimento Award - Palestro's Battle";;"K";"2009";1868;1232
"I";"5. COTA Award 2009";;"K";"20.5.-5.6.2009";1868;1233
"KL7";"State of Alaska 50th Anniversary Award";;"K";"1.1.-31.12.2009";1869;1234
"I";"One Diva in Roma Award";;"K";"1.5.-31.8.2009";1869;1235
"DL";"60 Jahre SOS Kinderdörfer Diplom";"S54";"K";"1.2.2009-31.1.2010";1870;1236
"UR";"N. V. Gogol - 200 Years";;"K";"1.4.-31.12.2009";1871;1237
"RA";"Space Legend";;"K";"10.-12.4.2009";1871;1238
"HA";"160 Jahre Ungarische Unabhängigkeit";;"K";"1.4.-31.7.2009";1873;1240
"TA";"Istanbul Lighthouses on the Air Award";;"K";"20.12.2008-5.4.2009";1873;1241
"RA";"Jubil.-Wimpel Erfinder d. Radios A.Popov";;"K";"1.3.-31.12.2009";1874;1242
"RA";"Zu Ehren 150 Jahre A.S.Popov";;"K";"12.3.-7.5.2009";1874;1243
"OE5";"35 Jahre Ortsgruppe Steyr ADL 509";"A509";"L";"1.1.1974-31.12.2009";1875;1244
"DL";"25 Jahre OV Helmbrechts B39";"B39";"K";"1.1.-31.12.2009";1875;1245
"W";"48 Hours 100 Nation Award";;"L";"S. 1934: Zusatzinfo";1876;1246
"W";"United States Prefix Prefix Award";;"L";"S. 1934: Zusatzinfo";1876;1247
"F";"DD 68 - Diplôme Haut-Rhinois";"REF68";"L";"Internet: S. 2084";1876;1248
"F";"Französisches Bergbau-Diplom";;"L";;1877;1249
"DL";"1225 Jahre Philippsburg";"A53";"K";"1.1.2009-31.12.2010";1877;1250
"DL";"Holledaudiplom";"C22";"K";"1.1.-31.12.2009";1878;1251
"PA";"100 Years of Aviation in Etten-Leur";;"K";"1.1.-31.12.2009";1878;1252
"W";"QRP Großfeld-Diplom";"QRPARCI";"L";;1879;1253
"W";"County Hunter Award (QRP)";"QRPARCI";"L";;1879;1254
"PA";"DIG-PA 25 Jubileum Award";"DIG-PA";"K";"28.2.2009-31.1.2010";1879;1255
"DL";"Worked 33 YL";"DARC";"K";"2.-8.3.2009";1880;1256
"EI";"Cashota Diplom";;"L";"neue Adresse S. 2084";1881;1257
"LY";"Millennium of Lithuania Award";;"K";"1.1.-31.12.2009";1882;1258
"SV";"Greek Islands on the Air";;"L";;1883;1259
"9A";"21. Handball-WM für Männer";;"K";"1.1.-1.2.2009";1883;1260
"GM";"Worked all GM - WAGM";;"L";;1884;1261
"GM";"Worked all Scotish Regions WASR";;"L";;1884;1262
"DL";"Vineta Award";;"L";;1885;1263
"OK";"W-CCT-Members";"CCT";"L";;1885;1264
"GM";"Worked all Orkney Parishes Award";;"L";;1886;1265
"GM";"Worked all Orkney Islands Award";;"L";;1886;1266
"RA0";"Transsib-Award";;"L";;1887;1267
"F";"Jules Verne Award";;"L";"Zusatzinfo Seite 2137";1887;1268
"SP";"Polonia Restituta 1918-2008";"PZK";"K";"3.11.-23.11.2008";1888;1269
"LY";"LY-Prefixes Award";;"L";;1888;1270
"LY";"6 LY-Prefixes on 5 Bands";;"L";;1888;1271
"TA";"All Turkisk Districts Award - ATDA";"TRAC";"L";;1889;1272
"TA";"Turkish Cities Award - TCA";"TRAC";"L";;1889;1273
"TA";"All Turkish Cities Award - ATCA";"TRAC";"L";;1889;1274
"TA";"TA 144 MHz One Hundred";"TRAC";"L";;1889;1275
"I";"Varese 2008";"ARI/UCI";"K";"23.-28.9.2008";1890;1276
"I";"Pavia Strorica Award";"ARI-PV";"L";"Jahresdiplom immer 1.-30.9.";1890;1277
"DL";"Amateurfunk hilft helfen";;"L";;1893;2456
"DL";"Burgendiplom Westfalen Nord";"N20";"L";;1894;2457
"DL";"CW-PX-EU";"DTC";"L";;1894;2458
"DL";"Deutsches Bergbau-Diplom";"N19/O52";"L";"ersetzt Seite 1781, neue Adresse S. 2084";1895;1152
"DL";"DL-Aktiv-Diplom";"P57";"L";"ersetzt Seite 1570";1896;939
"DL";"DL Flora und Fauna - DLFF";"I25";"L";"Aktuell S. 2084";1897;2459
"DL";"DL-QRP-AG Diplom-Programm";"DLQRP";"B";;1897;2460
"DL";"DL-QRP-AG 73x5=365";"DLQRP";"L";;1898;2461
"DL";"Worked DL-QRP-AG 72x5=360";"DLQRP";"L";;1899;2462
"DL";"DL-QRP-AG 72x2=144 Country-Aw.";"DLQRP";"L";;1899;2463
"DL";"Koblenzer Schängel-Diplom";"K32";"L";;1900;2464
"DL";"Maritime Mobile Radio Telegram Aw.";;"L";;1900;2465
